('49280', (('11', '1.5', '1231676352'), 'Fantasy'))
('5589', (('200303', '3.0', '1256232422'), 'Music'))
('5589', (('200303', '3.0', '1256232422'), 'Comedy'))
('5589', (('200303', '3.0', '1256232422'), 'Family'))
('49280', (('200365', '4.0', '1447600758'), 'Fantasy'))
('49280', (('200365', '4.0', '1447600758'), 'Action'))
('49280', (('200365', '4.0', '1447600758'), 'Thriller'))
('5589', (('201111', '3.0', '1112430836'), 'Music'))
('5589', (('201111', '3.0', '1112430836'), 'Comedy'))
('5589', (('201111', '3.0', '1112430836'), 'Family'))
('49280', (('201236', '3.5', '1482164889'), 'Fantasy'))
('49280', (('201236', '3.5', '1482164889'), 'Action'))
('49280', (('201236', '3.5', '1482164889'), 'Thriller'))
('49280', (('201300', '4.0', '1251244718'), 'Fantasy'))
('49280', (('201300', '4.0', '1251244718'), 'Action'))
('49280', (('201300', '4.0', '1251244718'), 'Thriller'))
('5589', (('201345', '4.0', '1039369561'), 'Music'))
('5589', (('201345', '4.0', '1039369561'), 'Comedy'))
('5589', (('201345', '4.0', '1039369561'), 'Family'))
('49280', (('201927', '4.5', '1301583368'), 'Fantasy'))
('49280', (('201927', '4.5', '1301583368'), 'Action'))
('49280', (('201927', '4.5', '1301583368'), 'Thriller'))
('5589', (('201940', '4.0', '1031507836'), 'Music'))
('5589', (('201940', '4.0', '1031507836'), 'Comedy'))
('5589', (('201940', '4.0', '1031507836'), 'Family'))
('5589', (('201948', '3.0', '1035066863'), 'Music'))
('5589', (('201948', '3.0', '1035066863'), 'Comedy'))
('5589', (('201948', '3.0', '1035066863'), 'Family'))
('5589', (('202179', '4.0', '1031927858'), 'Music'))
('5589', (('202179', '4.0', '1031927858'), 'Comedy'))
('5589', (('202179', '4.0', '1031927858'), 'Family'))
('49280', (('202179', '3.0', '1176993954'), 'Fantasy'))
('49280', (('202179', '3.0', '1176993954'), 'Action'))
('49280', (('202179', '3.0', '1176993954'), 'Thriller'))
('49280', (('202727', '4.5', '1221160072'), 'Fantasy'))
('49280', (('202727', '4.5', '1221160072'), 'Action'))
('49280', (('202727', '4.5', '1221160072'), 'Thriller'))
('5589', (('202809', '3.0', '1034280004'), 'Music'))
('5589', (('202809', '3.0', '1034280004'), 'Comedy'))
('5589', (('202809', '3.0', '1034280004'), 'Family'))
('5589', (('203084', '3.5', '1094379035'), 'Music'))
('5589', (('203084', '3.5', '1094379035'), 'Comedy'))
('5589', (('203084', '3.5', '1094379035'), 'Family'))
('49280', (('203329', '3.5', '1180841916'), 'Fantasy'))
('49280', (('203329', '3.5', '1180841916'), 'Action'))
('49280', (('203329', '3.5', '1180841916'), 'Thriller'))
('45527', (('204277', '3.0', '1253680504'), 'Action'))
('45527', (('204277', '3.0', '1253680504'), 'Mystery'))
('45527', (('204277', '3.0', '1253680504'), 'Thriller'))
('45527', (('204277', '3.0', '1253680504'), 'Horror'))
('5589', (('204544', '4.0', '1059576537'), 'Music'))
('5589', (('204544', '4.0', '1059576537'), 'Comedy'))
('5589', (('204544', '4.0', '1059576537'), 'Family'))
('49280', (('205084', '2.5', '1322958381'), 'Fantasy'))
('49280', (('205084', '2.5', '1322958381'), 'Action'))
('49280', (('205084', '2.5', '1322958381'), 'Thriller'))
('5589', (('205647', '3.0', '1050898606'), 'Music'))
('5589', (('205647', '3.0', '1050898606'), 'Comedy'))
('5589', (('205647', '3.0', '1050898606'), 'Family'))
('5589', (('206345', '1.5', '1275964883'), 'Music'))
('5589', (('206345', '1.5', '1275964883'), 'Comedy'))
('5589', (('206345', '1.5', '1275964883'), 'Family'))
('5589', (('206426', '3.0', '1032885684'), 'Music'))
('5589', (('206426', '3.0', '1032885684'), 'Comedy'))
('5589', (('206426', '3.0', '1032885684'), 'Family'))
('49280', (('206513', '3.0', '1190503019'), 'Fantasy'))
('49280', (('206513', '3.0', '1190503019'), 'Action'))
('49280', (('206513', '3.0', '1190503019'), 'Thriller'))
('5589', (('206606', '3.5', '1251859767'), 'Music'))
('5589', (('206606', '3.5', '1251859767'), 'Comedy'))
('5589', (('206606', '3.5', '1251859767'), 'Family'))
('49280', (('208111', '3.5', '1256078430'), 'Fantasy'))
('49280', (('208111', '3.5', '1256078430'), 'Action'))
('49280', (('208111', '3.5', '1256078430'), 'Thriller'))
('5589', (('208692', '4.0', '1073873081'), 'Music'))
('5589', (('208692', '4.0', '1073873081'), 'Comedy'))
('5589', (('208692', '4.0', '1073873081'), 'Family'))
('5589', (('208731', '3.5', '1456765861'), 'Music'))
('5589', (('208731', '3.5', '1456765861'), 'Comedy'))
('5589', (('208731', '3.5', '1456765861'), 'Family'))
('49280', (('209820', '3.5', '1182134020'), 'Fantasy'))
('49280', (('209820', '3.5', '1182134020'), 'Action'))
('49280', (('209820', '3.5', '1182134020'), 'Thriller'))
('5589', (('209987', '4.0', '1043021334'), 'Music'))
('5589', (('209987', '4.0', '1043021334'), 'Comedy'))
('5589', (('209987', '4.0', '1043021334'), 'Family'))
('49280', (('210245', '2.0', '1171333803'), 'Fantasy'))
('49280', (('210245', '2.0', '1171333803'), 'Action'))
('49280', (('210245', '2.0', '1171333803'), 'Thriller'))
('5589', (('210476', '3.5', '1369196382'), 'Music'))
('5589', (('210476', '3.5', '1369196382'), 'Comedy'))
('5589', (('210476', '3.5', '1369196382'), 'Family'))
('49280', (('210684', '3.5', '1180887456'), 'Fantasy'))
('49280', (('210684', '3.5', '1180887456'), 'Action'))
('49280', (('210684', '3.5', '1180887456'), 'Thriller'))
('49280', (('210792', '2.5', '1467169489'), 'Fantasy'))
('49280', (('210792', '2.5', '1467169489'), 'Action'))
('49280', (('210792', '2.5', '1467169489'), 'Thriller'))
('111109', (('210792', '3.0', '1467090449'), 'Drama'))
('5589', (('210915', '3.0', '1356340714'), 'Music'))
('5589', (('210915', '3.0', '1356340714'), 'Comedy'))
('5589', (('210915', '3.0', '1356340714'), 'Family'))
('5589', (('211020', '4.0', '1042306039'), 'Music'))
('5589', (('211020', '4.0', '1042306039'), 'Comedy'))
('5589', (('211020', '4.0', '1042306039'), 'Family'))
('49280', (('212236', '3.0', '1429141055'), 'Fantasy'))
('49280', (('212236', '3.0', '1429141055'), 'Action'))
('49280', (('212236', '3.0', '1429141055'), 'Thriller'))
('5589', (('212608', '5.0', '1033272496'), 'Music'))
('5589', (('212608', '5.0', '1033272496'), 'Comedy'))
('5589', (('212608', '5.0', '1033272496'), 'Family'))
('5589', (('212863', '3.0', '1032046757'), 'Music'))
('5589', (('212863', '3.0', '1032046757'), 'Comedy'))
('5589', (('212863', '3.0', '1032046757'), 'Family'))
('49280', (('212863', '3.0', '1194657226'), 'Fantasy'))
('49280', (('212863', '3.0', '1194657226'), 'Action'))
('49280', (('212863', '3.0', '1194657226'), 'Thriller'))
('5589', (('213059', '3.0', '1033159184'), 'Music'))
('5589', (('213059', '3.0', '1033159184'), 'Comedy'))
('5589', (('213059', '3.0', '1033159184'), 'Family'))
('5589', (('213159', '4.0', '1054826809'), 'Music'))
('5589', (('213159', '4.0', '1054826809'), 'Comedy'))
('5589', (('213159', '4.0', '1054826809'), 'Family'))
('5589', (('213286', '2.5', '1140925515'), 'Music'))
('5589', (('213286', '2.5', '1140925515'), 'Comedy'))
('5589', (('213286', '2.5', '1140925515'), 'Family'))
('49280', (('213845', '1.0', '1179647807'), 'Fantasy'))
('49280', (('213845', '1.0', '1179647807'), 'Action'))
('49280', (('213845', '1.0', '1179647807'), 'Thriller'))
('49280', (('213848', '4.5', '1201068645'), 'Fantasy'))
('49280', (('213848', '4.5', '1201068645'), 'Action'))
('49280', (('213848', '4.5', '1201068645'), 'Thriller'))
('49280', (('214328', '4.5', '1194205382'), 'Fantasy'))
('49280', (('214328', '4.5', '1194205382'), 'Action'))
('49280', (('214328', '4.5', '1194205382'), 'Thriller'))
('5589', (('214649', '3.0', '1032917986'), 'Music'))
('5589', (('214649', '3.0', '1032917986'), 'Comedy'))
('5589', (('214649', '3.0', '1032917986'), 'Family'))
('49280', (('216092', '4.5', '1164448855'), 'Fantasy'))
('49280', (('216092', '4.5', '1164448855'), 'Action'))
('49280', (('216092', '4.5', '1164448855'), 'Thriller'))
('49280', (('216906', '2.5', '1305949563'), 'Fantasy'))
('49280', (('216906', '2.5', '1305949563'), 'Action'))
('49280', (('216906', '2.5', '1305949563'), 'Thriller'))
('5589', (('216949', '2.0', '1034272558'), 'Music'))
('5589', (('216949', '2.0', '1034272558'), 'Comedy'))
('5589', (('216949', '2.0', '1034272558'), 'Family'))
('5589', (('217037', '3.0', '1034539670'), 'Music'))
('5589', (('217037', '3.0', '1034539670'), 'Comedy'))
('5589', (('217037', '3.0', '1034539670'), 'Family'))
('49280', (('217087', '3.0', '1196904312'), 'Fantasy'))
('49280', (('217087', '3.0', '1196904312'), 'Action'))
('49280', (('217087', '3.0', '1196904312'), 'Thriller'))
('5589', (('218080', '3.0', '1042052847'), 'Music'))
('5589', (('218080', '3.0', '1042052847'), 'Comedy'))
('5589', (('218080', '3.0', '1042052847'), 'Family'))
('49280', (('218118', '3.0', '1188404262'), 'Fantasy'))
('49280', (('218118', '3.0', '1188404262'), 'Action'))
('49280', (('218118', '3.0', '1188404262'), 'Thriller'))
('5589', (('218122', '3.0', '1043194560'), 'Music'))
('5589', (('218122', '3.0', '1043194560'), 'Comedy'))
('5589', (('218122', '3.0', '1043194560'), 'Family'))
('49280', (('218565', '3.5', '1398592936'), 'Fantasy'))
('49280', (('218565', '3.5', '1398592936'), 'Action'))
('49280', (('218565', '3.5', '1398592936'), 'Thriller'))
('5589', (('218706', '3.0', '1070337976'), 'Music'))
('5589', (('218706', '3.0', '1070337976'), 'Comedy'))
('5589', (('218706', '3.0', '1070337976'), 'Family'))
('5589', (('219080', '2.0', '1075037497'), 'Music'))
('5589', (('219080', '2.0', '1075037497'), 'Comedy'))
('5589', (('219080', '2.0', '1075037497'), 'Family'))
('49280', (('220059', '4.5', '1180842359'), 'Fantasy'))
('49280', (('220059', '4.5', '1180842359'), 'Action'))
('49280', (('220059', '4.5', '1180842359'), 'Thriller'))
('49280', (('220537', '3.5', '1463307077'), 'Fantasy'))
('49280', (('220537', '3.5', '1463307077'), 'Action'))
('49280', (('220537', '3.5', '1463307077'), 'Thriller'))
('49280', (('220653', '4.5', '1183298538'), 'Fantasy'))
('49280', (('220653', '4.5', '1183298538'), 'Action'))
('49280', (('220653', '4.5', '1183298538'), 'Thriller'))
('49280', (('220723', '1.0', '1246636121'), 'Fantasy'))
('49280', (('220723', '1.0', '1246636121'), 'Action'))
('49280', (('220723', '1.0', '1246636121'), 'Thriller'))
('49280', (('220737', '4.0', '1206342309'), 'Fantasy'))
('49280', (('220737', '4.0', '1206342309'), 'Action'))
('49280', (('220737', '4.0', '1206342309'), 'Thriller'))
('49280', (('221002', '4.5', '1176760752'), 'Fantasy'))
('49280', (('221002', '4.5', '1176760752'), 'Action'))
('49280', (('221002', '4.5', '1176760752'), 'Thriller'))
('5589', (('221511', '1.5', '1056231404'), 'Music'))
('5589', (('221511', '1.5', '1056231404'), 'Comedy'))
('5589', (('221511', '1.5', '1056231404'), 'Family'))
('5589', (('222014', '2.5', '1060262699'), 'Music'))
('5589', (('222014', '2.5', '1060262699'), 'Comedy'))
('5589', (('222014', '2.5', '1060262699'), 'Family'))
('5589', (('222609', '5.0', '1031456567'), 'Music'))
('5589', (('222609', '5.0', '1031456567'), 'Comedy'))
('5589', (('222609', '5.0', '1031456567'), 'Family'))
('5589', (('222672', '2.0', '1039059231'), 'Music'))
('5589', (('222672', '2.0', '1039059231'), 'Comedy'))
('5589', (('222672', '2.0', '1039059231'), 'Family'))
('5589', (('223692', '3.5', '1217064138'), 'Music'))
('5589', (('223692', '3.5', '1217064138'), 'Comedy'))
('5589', (('223692', '3.5', '1217064138'), 'Family'))
('5589', (('223729', '3.0', '1039404789'), 'Music'))
('5589', (('223729', '3.0', '1039404789'), 'Comedy'))
('5589', (('223729', '3.0', '1039404789'), 'Family'))
('49280', (('223776', '3.5', '1197765746'), 'Fantasy'))
('49280', (('223776', '3.5', '1197765746'), 'Action'))
('49280', (('223776', '3.5', '1197765746'), 'Thriller'))
('5589', (('224019', '4.0', '1056937646'), 'Music'))
('5589', (('224019', '4.0', '1056937646'), 'Comedy'))
('5589', (('224019', '4.0', '1056937646'), 'Family'))
('49280', (('224453', '3.5', '1191223921'), 'Fantasy'))
('49280', (('224453', '3.5', '1191223921'), 'Action'))
('49280', (('224453', '3.5', '1191223921'), 'Thriller'))
('5589', (('224707', '4.0', '1031533922'), 'Music'))
('5589', (('224707', '4.0', '1031533922'), 'Comedy'))
('5589', (('224707', '4.0', '1031533922'), 'Family'))
('49280', (('224768', '3.0', '1165202574'), 'Fantasy'))
('49280', (('224768', '3.0', '1165202574'), 'Action'))
('49280', (('224768', '3.0', '1165202574'), 'Thriller'))
('49280', (('224805', '3.0', '1176900527'), 'Fantasy'))
('49280', (('224805', '3.0', '1176900527'), 'Action'))
('49280', (('224805', '3.0', '1176900527'), 'Thriller'))
('5589', (('225172', '1.5', '1078795638'), 'Music'))
('5589', (('225172', '1.5', '1078795638'), 'Comedy'))
('5589', (('225172', '1.5', '1078795638'), 'Family'))
('111109', (('225396', '3.5', '1399302912'), 'Drama'))
('5589', (('225874', '3.5', '1149449867'), 'Music'))
('5589', (('225874', '3.5', '1149449867'), 'Comedy'))
('5589', (('225874', '3.5', '1149449867'), 'Family'))
('5589', (('226112', '4.0', '1157551031'), 'Music'))
('5589', (('226112', '4.0', '1157551031'), 'Comedy'))
('5589', (('226112', '4.0', '1157551031'), 'Family'))
('49280', (('226142', '5.0', '1186448456'), 'Fantasy'))
('49280', (('226142', '5.0', '1186448456'), 'Action'))
('49280', (('226142', '5.0', '1186448456'), 'Thriller'))
('5589', (('226446', '3.0', '1043427844'), 'Music'))
('5589', (('226446', '3.0', '1043427844'), 'Comedy'))
('5589', (('226446', '3.0', '1043427844'), 'Family'))
('49280', (('226949', '1.5', '1221410990'), 'Fantasy'))
('49280', (('226949', '1.5', '1221410990'), 'Action'))
('49280', (('226949', '1.5', '1221410990'), 'Thriller'))
('45527', (('228291', '3.0', '1244341006'), 'Action'))
('45527', (('228291', '3.0', '1244341006'), 'Mystery'))
('45527', (('228291', '3.0', '1244341006'), 'Thriller'))
('45527', (('228291', '3.0', '1244341006'), 'Horror'))
('49280', (('228291', '3.0', '1241319997'), 'Fantasy'))
('49280', (('228291', '3.0', '1241319997'), 'Action'))
('49280', (('228291', '3.0', '1241319997'), 'Thriller'))
('5589', (('228689', '4.0', '1031870536'), 'Music'))
('5589', (('228689', '4.0', '1031870536'), 'Comedy'))
('5589', (('228689', '4.0', '1031870536'), 'Family'))
('49280', (('229359', '4.0', '1174542078'), 'Fantasy'))
('49280', (('229359', '4.0', '1174542078'), 'Action'))
('49280', (('229359', '4.0', '1174542078'), 'Thriller'))
('49280', (('229869', '1.5', '1310384347'), 'Fantasy'))
('49280', (('229869', '1.5', '1310384347'), 'Action'))
('49280', (('229869', '1.5', '1310384347'), 'Thriller'))
('5589', (('229879', '3.0', '1031673283'), 'Music'))
('5589', (('229879', '3.0', '1031673283'), 'Comedy'))
('5589', (('229879', '3.0', '1031673283'), 'Family'))
('49280', (('229879', '3.5', '1176249637'), 'Fantasy'))
('49280', (('229879', '3.5', '1176249637'), 'Action'))
('49280', (('229879', '3.5', '1176249637'), 'Thriller'))
('45527', (('230352', '2.5', '1462150500'), 'Action'))
('45527', (('230352', '2.5', '1462150500'), 'Mystery'))
('45527', (('230352', '2.5', '1462150500'), 'Thriller'))
('45527', (('230352', '2.5', '1462150500'), 'Horror'))
('49280', (('230417', '4.0', '1478887459'), 'Fantasy'))
('49280', (('230417', '4.0', '1478887459'), 'Action'))
('49280', (('230417', '4.0', '1478887459'), 'Thriller'))
('49280', (('230834', '3.0', '1171229266'), 'Fantasy'))
('49280', (('230834', '3.0', '1171229266'), 'Action'))
('49280', (('230834', '3.0', '1171229266'), 'Thriller'))
('5589', (('230894', '1.0', '1042930227'), 'Music'))
('5589', (('230894', '1.0', '1042930227'), 'Comedy'))
('5589', (('230894', '1.0', '1042930227'), 'Family'))
('49280', (('232041', '3.5', '1205285232'), 'Fantasy'))
('49280', (('232041', '3.5', '1205285232'), 'Action'))
('49280', (('232041', '3.5', '1205285232'), 'Thriller'))
('49280', (('232166', '4.0', '1180314923'), 'Fantasy'))
('49280', (('232166', '4.0', '1180314923'), 'Action'))
('49280', (('232166', '4.0', '1180314923'), 'Thriller'))
('49280', (('232345', '4.5', '1241033324'), 'Fantasy'))
('49280', (('232345', '4.5', '1241033324'), 'Action'))
('49280', (('232345', '4.5', '1241033324'), 'Thriller'))
('49280', (('232837', '3.0', '1420400877'), 'Fantasy'))
('49280', (('232837', '3.0', '1420400877'), 'Action'))
('49280', (('232837', '3.0', '1420400877'), 'Thriller'))
('5589', (('233298', '3.5', '1059255510'), 'Music'))
('5589', (('233298', '3.5', '1059255510'), 'Comedy'))
('5589', (('233298', '3.5', '1059255510'), 'Family'))
('49280', (('233306', '3.5', '1180136844'), 'Fantasy'))
('49280', (('233306', '3.5', '1180136844'), 'Action'))
('49280', (('233306', '3.5', '1180136844'), 'Thriller'))
('49280', (('233896', '3.0', '1195669843'), 'Fantasy'))
('49280', (('233896', '3.0', '1195669843'), 'Action'))
('49280', (('233896', '3.0', '1195669843'), 'Thriller'))
('45527', (('234087', '3.5', '1342949087'), 'Action'))
('45527', (('234087', '3.5', '1342949087'), 'Mystery'))
('45527', (('234087', '3.5', '1342949087'), 'Thriller'))
('45527', (('234087', '3.5', '1342949087'), 'Horror'))
('49280', (('234308', '1.5', '1167516089'), 'Fantasy'))
('49280', (('234308', '1.5', '1167516089'), 'Action'))
('49280', (('234308', '1.5', '1167516089'), 'Thriller'))
('5589', (('235398', '3.0', '1421520943'), 'Music'))
('5589', (('235398', '3.0', '1421520943'), 'Comedy'))
('5589', (('235398', '3.0', '1421520943'), 'Family'))
('5589', (('236131', '2.0', '1093270975'), 'Music'))
('5589', (('236131', '2.0', '1093270975'), 'Comedy'))
('5589', (('236131', '2.0', '1093270975'), 'Family'))
('49280', (('236146', '2.5', '1176767196'), 'Fantasy'))
('49280', (('236146', '2.5', '1176767196'), 'Action'))
('49280', (('236146', '2.5', '1176767196'), 'Thriller'))
('49280', (('236788', '5.0', '1180168550'), 'Fantasy'))
('49280', (('236788', '5.0', '1180168550'), 'Action'))
('49280', (('236788', '5.0', '1180168550'), 'Thriller'))
('5589', (('236944', '3.5', '1065328828'), 'Music'))
('5589', (('236944', '3.5', '1065328828'), 'Comedy'))
('5589', (('236944', '3.5', '1065328828'), 'Family'))
('5589', (('237362', '2.0', '1039916098'), 'Music'))
('5589', (('237362', '2.0', '1039916098'), 'Comedy'))
('5589', (('237362', '2.0', '1039916098'), 'Family'))
('49280', (('237435', '3.0', '1213499999'), 'Fantasy'))
('49280', (('237435', '3.0', '1213499999'), 'Action'))
('49280', (('237435', '3.0', '1213499999'), 'Thriller'))
('5589', (('237489', '3.0', '1043310893'), 'Music'))
('5589', (('237489', '3.0', '1043310893'), 'Comedy'))
('5589', (('237489', '3.0', '1043310893'), 'Family'))
('49280', (('238726', '2.5', '1306189897'), 'Fantasy'))
('49280', (('238726', '2.5', '1306189897'), 'Action'))
('49280', (('238726', '2.5', '1306189897'), 'Thriller'))
('49280', (('238736', '4.0', '1171938128'), 'Fantasy'))
('49280', (('238736', '4.0', '1171938128'), 'Action'))
('49280', (('238736', '4.0', '1171938128'), 'Thriller'))
('49280', (('238774', '3.5', '1183661238'), 'Fantasy'))
('49280', (('238774', '3.5', '1183661238'), 'Action'))
('49280', (('238774', '3.5', '1183661238'), 'Thriller'))
('49280', (('239091', '1.0', '1493162387'), 'Fantasy'))
('49280', (('239091', '1.0', '1493162387'), 'Action'))
('49280', (('239091', '1.0', '1493162387'), 'Thriller'))
('49280', (('239753', '2.5', '1176923886'), 'Fantasy'))
('49280', (('239753', '2.5', '1176923886'), 'Action'))
('49280', (('239753', '2.5', '1176923886'), 'Thriller'))
('5589', (('239952', '3.0', '1261893951'), 'Music'))
('5589', (('239952', '3.0', '1261893951'), 'Comedy'))
('5589', (('239952', '3.0', '1261893951'), 'Family'))
('49280', (('239952', '3.5', '1270200239'), 'Fantasy'))
('49280', (('239952', '3.5', '1270200239'), 'Action'))
('49280', (('239952', '3.5', '1270200239'), 'Thriller'))
('49280', (('240042', '4.5', '1184097147'), 'Fantasy'))
('49280', (('240042', '4.5', '1184097147'), 'Action'))
('49280', (('240042', '4.5', '1184097147'), 'Thriller'))
('49280', (('240445', '3.0', '1477935659'), 'Fantasy'))
('49280', (('240445', '3.0', '1477935659'), 'Action'))
('49280', (('240445', '3.0', '1477935659'), 'Thriller'))
('49280', (('240461', '3.0', '1168933895'), 'Fantasy'))
('49280', (('240461', '3.0', '1168933895'), 'Action'))
('49280', (('240461', '3.0', '1168933895'), 'Thriller'))
('5589', (('241017', '3.0', '1036898518'), 'Music'))
('5589', (('241017', '3.0', '1036898518'), 'Comedy'))
('5589', (('241017', '3.0', '1036898518'), 'Family'))
('49280', (('241178', '4.0', '1168937782'), 'Fantasy'))
('49280', (('241178', '4.0', '1168937782'), 'Action'))
('49280', (('241178', '4.0', '1168937782'), 'Thriller'))
('5589', (('241531', '3.0', '1166580765'), 'Music'))
('5589', (('241531', '3.0', '1166580765'), 'Comedy'))
('5589', (('241531', '3.0', '1166580765'), 'Family'))
('49280', (('241875', '4.0', '1193025304'), 'Fantasy'))
('49280', (('241875', '4.0', '1193025304'), 'Action'))
('49280', (('241875', '4.0', '1193025304'), 'Thriller'))
('49280', (('242035', '3.5', '1252952744'), 'Fantasy'))
('49280', (('242035', '3.5', '1252952744'), 'Action'))
('49280', (('242035', '3.5', '1252952744'), 'Thriller'))
('49280', (('242242', '3.0', '1234639482'), 'Fantasy'))
('49280', (('242242', '3.0', '1234639482'), 'Action'))
('49280', (('242242', '3.0', '1234639482'), 'Thriller'))
('45527', (('243207', '2.5', '1488959593'), 'Action'))
('45527', (('243207', '2.5', '1488959593'), 'Mystery'))
('45527', (('243207', '2.5', '1488959593'), 'Thriller'))
('45527', (('243207', '2.5', '1488959593'), 'Horror'))
('49280', (('243252', '4.0', '1164124681'), 'Fantasy'))
('49280', (('243252', '4.0', '1164124681'), 'Action'))
('49280', (('243252', '4.0', '1164124681'), 'Thriller'))
('49280', (('243331', '3.0', '1164515707'), 'Fantasy'))
('49280', (('243331', '3.0', '1164515707'), 'Action'))
('49280', (('243331', '3.0', '1164515707'), 'Thriller'))
('5589', (('243443', '3.0', '1093280279'), 'Music'))
('5589', (('243443', '3.0', '1093280279'), 'Comedy'))
('5589', (('243443', '3.0', '1093280279'), 'Family'))
('49280', (('243977', '3.0', '1454274131'), 'Fantasy'))
('49280', (('243977', '3.0', '1454274131'), 'Action'))
('49280', (('243977', '3.0', '1454274131'), 'Thriller'))
('49280', (('244008', '4.5', '1188275967'), 'Fantasy'))
('49280', (('244008', '4.5', '1188275967'), 'Action'))
('49280', (('244008', '4.5', '1188275967'), 'Thriller'))
('5589', (('244372', '3.0', '1034880290'), 'Music'))
('5589', (('244372', '3.0', '1034880290'), 'Comedy'))
('5589', (('244372', '3.0', '1034880290'), 'Family'))
('49280', (('245028', '3.5', '1176373582'), 'Fantasy'))
('49280', (('245028', '3.5', '1176373582'), 'Action'))
('49280', (('245028', '3.5', '1176373582'), 'Thriller'))
('49280', (('245152', '4.5', '1194464806'), 'Fantasy'))
('49280', (('245152', '4.5', '1194464806'), 'Action'))
('49280', (('245152', '4.5', '1194464806'), 'Thriller'))
('49280', (('245182', '3.0', '1200084193'), 'Fantasy'))
('49280', (('245182', '3.0', '1200084193'), 'Action'))
('49280', (('245182', '3.0', '1200084193'), 'Thriller'))
('49280', (('245219', '4.0', '1248026168'), 'Fantasy'))
('49280', (('245219', '4.0', '1248026168'), 'Action'))
('49280', (('245219', '4.0', '1248026168'), 'Thriller'))
('49280', (('245561', '3.0', '1399955215'), 'Fantasy'))
('49280', (('245561', '3.0', '1399955215'), 'Action'))
('49280', (('245561', '3.0', '1399955215'), 'Thriller'))
('5589', (('245739', '1.5', '1118025165'), 'Music'))
('5589', (('245739', '1.5', '1118025165'), 'Comedy'))
('5589', (('245739', '1.5', '1118025165'), 'Family'))
('5589', (('245973', '3.5', '1053918681'), 'Music'))
('5589', (('245973', '3.5', '1053918681'), 'Comedy'))
('5589', (('245973', '3.5', '1053918681'), 'Family'))
('49280', (('246874', '2.5', '1186629184'), 'Fantasy'))
('49280', (('246874', '2.5', '1186629184'), 'Action'))
('49280', (('246874', '2.5', '1186629184'), 'Thriller'))
('5589', (('246944', '2.0', '1040751151'), 'Music'))
('5589', (('246944', '2.0', '1040751151'), 'Comedy'))
('5589', (('246944', '2.0', '1040751151'), 'Family'))
('5589', (('247182', '4.0', '1163700158'), 'Music'))
('5589', (('247182', '4.0', '1163700158'), 'Comedy'))
('5589', (('247182', '4.0', '1163700158'), 'Family'))
('49280', (('247182', '5.0', '1167259691'), 'Fantasy'))
('49280', (('247182', '5.0', '1167259691'), 'Action'))
('49280', (('247182', '5.0', '1167259691'), 'Thriller'))
('49280', (('248042', '3.5', '1199399744'), 'Fantasy'))
('49280', (('248042', '3.5', '1199399744'), 'Action'))
('49280', (('248042', '3.5', '1199399744'), 'Thriller'))
('49280', (('248309', '2.0', '1459916495'), 'Fantasy'))
('49280', (('248309', '2.0', '1459916495'), 'Action'))
('49280', (('248309', '2.0', '1459916495'), 'Thriller'))
('49280', (('248362', '4.0', '1182949020'), 'Fantasy'))
('49280', (('248362', '4.0', '1182949020'), 'Action'))
('49280', (('248362', '4.0', '1182949020'), 'Thriller'))
('49280', (('248454', '4.0', '1191821036'), 'Fantasy'))
('49280', (('248454', '4.0', '1191821036'), 'Action'))
('49280', (('248454', '4.0', '1191821036'), 'Thriller'))
('49280', (('248642', '3.5', '1230939723'), 'Fantasy'))
('49280', (('248642', '3.5', '1230939723'), 'Action'))
('49280', (('248642', '3.5', '1230939723'), 'Thriller'))
('49280', (('248757', '3.5', '1177156365'), 'Fantasy'))
('49280', (('248757', '3.5', '1177156365'), 'Action'))
('49280', (('248757', '3.5', '1177156365'), 'Thriller'))
('49280', (('249201', '4.0', '1462380448'), 'Fantasy'))
('49280', (('249201', '4.0', '1462380448'), 'Action'))
('49280', (('249201', '4.0', '1462380448'), 'Thriller'))
('49280', (('249810', '3.5', '1358259983'), 'Fantasy'))
('49280', (('249810', '3.5', '1358259983'), 'Action'))
('49280', (('249810', '3.5', '1358259983'), 'Thriller'))
('49280', (('249949', '2.5', '1421350434'), 'Fantasy'))
('49280', (('249949', '2.5', '1421350434'), 'Action'))
('49280', (('249949', '2.5', '1421350434'), 'Thriller'))
('49280', (('250439', '2.5', '1199457855'), 'Fantasy'))
('49280', (('250439', '2.5', '1199457855'), 'Action'))
('49280', (('250439', '2.5', '1199457855'), 'Thriller'))
('49280', (('250534', '3.0', '1254373002'), 'Fantasy'))
('49280', (('250534', '3.0', '1254373002'), 'Action'))
('49280', (('250534', '3.0', '1254373002'), 'Thriller'))
('49280', (('251197', '2.0', '1488438012'), 'Fantasy'))
('49280', (('251197', '2.0', '1488438012'), 'Action'))
('49280', (('251197', '2.0', '1488438012'), 'Thriller'))
('49280', (('251238', '4.5', '1446668564'), 'Fantasy'))
('49280', (('251238', '4.5', '1446668564'), 'Action'))
('49280', (('251238', '4.5', '1446668564'), 'Thriller'))
('49280', (('251298', '3.0', '1230483920'), 'Fantasy'))
('49280', (('251298', '3.0', '1230483920'), 'Action'))
('49280', (('251298', '3.0', '1230483920'), 'Thriller'))
('49280', (('251794', '1.0', '1284527937'), 'Fantasy'))
('49280', (('251794', '1.0', '1284527937'), 'Action'))
